image_path,gt_label,anomaly_score
capsule-crack-000,1,0.008517889305949211
capsule-crack-001,1,0.033197034150362015
capsule-crack-002,1,0.008747752755880356
capsule-crack-003,1,0.01061167847365141
capsule-crack-004,1,0.011705022305250168
capsule-crack-005,1,0.011348157189786434
capsule-crack-006,1,0.011975409463047981
capsule-crack-007,1,0.011277680285274982
capsule-crack-008,1,0.00868899654597044
capsule-crack-009,1,0.00895864237099886
capsule-crack-010,1,0.008744822815060616
capsule-crack-011,1,0.009155508130788803
capsule-crack-012,1,0.009074038825929165
capsule-crack-013,1,0.008551511913537979
capsule-crack-014,1,0.007819915190339088
capsule-crack-015,1,0.007737248204648495
capsule-crack-016,1,0.007595107425004244
capsule-crack-017,1,0.010499238036572933
capsule-crack-018,1,0.01409483514726162
capsule-crack-019,1,0.009637543931603432
capsule-crack-020,1,0.009879750199615955
capsule-crack-021,1,0.007518975529819727
capsule-crack-022,1,0.01090747956186533
capsule-faulty_imprint-000,1,0.009597480297088623
capsule-faulty_imprint-001,1,0.0078316954895854
capsule-faulty_imprint-002,1,0.009178489446640015
capsule-faulty_imprint-003,1,0.009381859563291073
capsule-faulty_imprint-004,1,0.008208651095628738
capsule-faulty_imprint-005,1,0.007511644158512354
capsule-faulty_imprint-006,1,0.008737975731492043
capsule-faulty_imprint-007,1,0.00937018170952797
capsule-faulty_imprint-008,1,0.007786219008266926
capsule-faulty_imprint-009,1,0.0074016558937728405
capsule-faulty_imprint-010,1,0.0073432293720543385
capsule-faulty_imprint-011,1,0.007969390600919724
capsule-faulty_imprint-012,1,0.010615385137498379
capsule-faulty_imprint-013,1,0.009288934990763664
capsule-faulty_imprint-014,1,0.009140565060079098
capsule-faulty_imprint-015,1,0.00844127219170332
capsule-faulty_imprint-016,1,0.007191372103989124
capsule-faulty_imprint-017,1,0.009927293285727501
capsule-faulty_imprint-018,1,0.010617473162710667
capsule-faulty_imprint-019,1,0.007644296623766422
capsule-faulty_imprint-020,1,0.00832912977784872
capsule-faulty_imprint-021,1,0.009753778576850891
capsule-good-000,0,0.009214340709149837
capsule-good-001,0,0.009175415150821209
capsule-good-002,0,0.008903700858354568
capsule-good-003,0,0.008452444337308407
capsule-good-004,0,0.008168265223503113
capsule-good-005,0,0.011068624444305897
capsule-good-006,0,0.008152048103511333
capsule-good-007,0,0.00934841949492693
capsule-good-008,0,0.008076464757323265
capsule-good-009,0,0.008115899749100208
capsule-good-010,0,0.008032528683543205
capsule-good-011,0,0.009311068803071976
capsule-good-012,0,0.008461474440991879
capsule-good-013,0,0.010374682024121284
capsule-good-014,0,0.008122491650283337
capsule-good-015,0,0.009676617570221424
capsule-good-016,0,0.008053134195506573
capsule-good-017,0,0.009190613403916359
capsule-good-018,0,0.010834123939275742
capsule-good-019,0,0.007607403211295605
capsule-good-020,0,0.008583126589655876
capsule-good-021,0,0.006743729114532471
capsule-good-022,0,0.008935491554439068
capsule-poke-000,1,0.013644310645759106
capsule-poke-001,1,0.008517168462276459
capsule-poke-002,1,0.007844301871955395
capsule-poke-003,1,0.009861419908702374
capsule-poke-004,1,0.008150305598974228
capsule-poke-005,1,0.008280877023935318
capsule-poke-006,1,0.009075270034372807
capsule-poke-007,1,0.008428072556853294
capsule-poke-008,1,0.007798699662089348
capsule-poke-009,1,0.008615694008767605
capsule-poke-010,1,0.0077353413216769695
capsule-poke-011,1,0.009264480322599411
capsule-poke-012,1,0.00878931488841772
capsule-poke-013,1,0.0075195967219769955
capsule-poke-014,1,0.009993959218263626
capsule-poke-015,1,0.009665124118328094
capsule-poke-016,1,0.010554250329732895
capsule-poke-017,1,0.009419670328497887
capsule-poke-018,1,0.009300006553530693
capsule-poke-019,1,0.008700068108737469
capsule-poke-020,1,0.008447154425084591
capsule-scratch-000,1,0.008045490831136703
capsule-scratch-001,1,0.00782419927418232
capsule-scratch-002,1,0.008920639753341675
capsule-scratch-003,1,0.011214329861104488
capsule-scratch-004,1,0.008074156939983368
capsule-scratch-005,1,0.0102618969976902
capsule-scratch-006,1,0.00835720356553793
capsule-scratch-007,1,0.008163665421307087
capsule-scratch-008,1,0.008304692804813385
capsule-scratch-009,1,0.00771337142214179
capsule-scratch-010,1,0.007628036197274923
capsule-scratch-011,1,0.008063551038503647
capsule-scratch-012,1,0.008740791119635105
capsule-scratch-013,1,0.010165035724639893
capsule-scratch-014,1,0.00980410072952509
capsule-scratch-015,1,0.009716803207993507
capsule-scratch-016,1,0.010047053918242455
capsule-scratch-017,1,0.007583151571452618
capsule-scratch-018,1,0.00815965048968792
capsule-scratch-019,1,0.00851932168006897
capsule-scratch-020,1,0.008121063001453876
capsule-scratch-021,1,0.007901724427938461
capsule-scratch-022,1,0.0076855244114995
capsule-squeeze-000,1,0.01070074737071991
capsule-squeeze-001,1,0.008523581549525261
capsule-squeeze-002,1,0.009686294943094254
capsule-squeeze-003,1,0.010314607061445713
capsule-squeeze-004,1,0.012192352674901485
capsule-squeeze-005,1,0.01240409817546606
capsule-squeeze-006,1,0.01135649811476469
capsule-squeeze-007,1,0.00870854128152132
capsule-squeeze-008,1,0.009074040688574314
capsule-squeeze-009,1,0.008803436532616615
capsule-squeeze-010,1,0.00903151836246252
capsule-squeeze-011,1,0.008480451069772243
capsule-squeeze-012,1,0.010926169343292713
capsule-squeeze-013,1,0.01245850045233965
capsule-squeeze-014,1,0.010654902085661888
capsule-squeeze-015,1,0.009548618458211422
capsule-squeeze-016,1,0.008404713124036789
capsule-squeeze-017,1,0.011292072013020515
capsule-squeeze-018,1,0.008500894531607628
capsule-squeeze-019,1,0.010995025746524334
