image_path,gt_label,anomaly_score
cable-bent_wire-000,1,0.13484592735767365
cable-bent_wire-001,1,0.148649200797081
cable-bent_wire-002,1,0.1285354346036911
cable-bent_wire-003,1,0.13079050183296204
cable-bent_wire-004,1,0.1890929639339447
cable-bent_wire-005,1,0.19989264011383057
cable-bent_wire-006,1,0.17904691398143768
cable-bent_wire-007,1,0.20022602379322052
cable-bent_wire-008,1,0.1470002979040146
cable-bent_wire-009,1,0.23302073776721954
cable-bent_wire-010,1,0.14492283761501312
cable-bent_wire-011,1,0.24030983448028564
cable-bent_wire-012,1,0.14983373880386353
cable-cable_swap-000,1,0.16565541923046112
cable-cable_swap-001,1,0.16576535999774933
cable-cable_swap-002,1,0.17114295065402985
cable-cable_swap-003,1,0.17416056990623474
cable-cable_swap-004,1,0.16726945340633392
cable-cable_swap-005,1,0.12074378877878189
cable-cable_swap-006,1,0.16548915207386017
cable-cable_swap-007,1,0.15777413547039032
cable-cable_swap-008,1,0.16847915947437286
cable-cable_swap-009,1,0.22231444716453552
cable-cable_swap-010,1,0.13826069235801697
cable-cable_swap-011,1,0.13156019151210785
cable-combined-000,1,0.16393166780471802
cable-combined-001,1,0.16430366039276123
cable-combined-002,1,0.16518492996692657
cable-combined-003,1,0.16744937002658844
cable-combined-004,1,0.12457223236560822
cable-combined-005,1,0.14417259395122528
cable-combined-006,1,0.13926132023334503
cable-combined-007,1,0.1090082973241806
cable-combined-008,1,0.16430550813674927
cable-combined-009,1,0.12779909372329712
cable-combined-010,1,0.10941491276025772
cable-cut_inner_insulation-000,1,0.17169572412967682
cable-cut_inner_insulation-001,1,0.19861792027950287
cable-cut_inner_insulation-002,1,0.12963616847991943
cable-cut_inner_insulation-003,1,0.17510774731636047
cable-cut_inner_insulation-004,1,0.12267260253429413
cable-cut_inner_insulation-005,1,0.1716904640197754
cable-cut_inner_insulation-006,1,0.16999252140522003
cable-cut_inner_insulation-007,1,0.14017175137996674
cable-cut_inner_insulation-008,1,0.15629909932613373
cable-cut_inner_insulation-009,1,0.15866541862487793
cable-cut_inner_insulation-010,1,0.17060545086860657
cable-cut_inner_insulation-011,1,0.14012117683887482
cable-cut_inner_insulation-012,1,0.1427137851715088
cable-cut_inner_insulation-013,1,0.16967511177062988
cable-cut_outer_insulation-000,1,0.1974443793296814
cable-cut_outer_insulation-001,1,0.1482963263988495
cable-cut_outer_insulation-002,1,0.19391508400440216
cable-cut_outer_insulation-003,1,0.1296434998512268
cable-cut_outer_insulation-004,1,0.13406310975551605
cable-cut_outer_insulation-005,1,0.15022210776805878
cable-cut_outer_insulation-006,1,0.1826668232679367
cable-cut_outer_insulation-007,1,0.14650306105613708
cable-cut_outer_insulation-008,1,0.1572120636701584
cable-cut_outer_insulation-009,1,0.15520070493221283
cable-good-000,0,0.19369946420192719
cable-good-001,0,0.1409429907798767
cable-good-002,0,0.1786520630121231
cable-good-003,0,0.13206906616687775
cable-good-004,0,0.16323480010032654
cable-good-005,0,0.19063429534435272
cable-good-006,0,0.14632414281368256
cable-good-007,0,0.14754962921142578
cable-good-008,0,0.17140516638755798
cable-good-009,0,0.18679016828536987
cable-good-010,0,0.10185704380273819
cable-good-011,0,0.14365363121032715
cable-good-012,0,0.16223257780075073
cable-good-013,0,0.13654997944831848
cable-good-014,0,0.15766078233718872
cable-good-015,0,0.15464602410793304
cable-good-016,0,0.14772316813468933
cable-good-017,0,0.15458260476589203
cable-good-018,0,0.19151253998279572
cable-good-019,0,0.14657466113567352
cable-good-020,0,0.17483380436897278
cable-good-021,0,0.1347629427909851
cable-good-022,0,0.1427866667509079
cable-good-023,0,0.1525212973356247
cable-good-024,0,0.17923322319984436
cable-good-025,0,0.1148766279220581
cable-good-026,0,0.1447208821773529
cable-good-027,0,0.16653484106063843
cable-good-028,0,0.13480053842067719
cable-good-029,0,0.15814080834388733
cable-good-030,0,0.15224985778331757
cable-good-031,0,0.16677162051200867
cable-good-032,0,0.11949776858091354
cable-good-033,0,0.15545733273029327
cable-good-034,0,0.17760592699050903
cable-good-035,0,0.1864890456199646
cable-good-036,0,0.14317402243614197
cable-good-037,0,0.16445890069007874
cable-good-038,0,0.16343122720718384
cable-good-039,0,0.1876554638147354
cable-good-040,0,0.1447017788887024
cable-good-041,0,0.17116200923919678
cable-good-042,0,0.17912322282791138
cable-good-043,0,0.13924281299114227
cable-good-044,0,0.1480916142463684
cable-good-045,0,0.17208875715732574
cable-good-046,0,0.17369888722896576
cable-good-047,0,0.18128153681755066
cable-good-048,0,0.16053012013435364
cable-good-049,0,0.13885286450386047
cable-good-050,0,0.2135600447654724
cable-good-051,0,0.15740934014320374
cable-good-052,0,0.12912724912166595
cable-good-053,0,0.16788053512573242
cable-good-054,0,0.14802955090999603
cable-good-055,0,0.17207160592079163
cable-good-056,0,0.18567048013210297
cable-good-057,0,0.13315936923027039
cable-missing_cable-000,1,0.16343362629413605
cable-missing_cable-001,1,0.1156826838850975
cable-missing_cable-002,1,0.1233675628900528
cable-missing_cable-003,1,0.13652344048023224
cable-missing_cable-004,1,0.2774970829486847
cable-missing_cable-005,1,0.1529647409915924
cable-missing_cable-006,1,0.17617487907409668
cable-missing_cable-007,1,0.15292565524578094
cable-missing_cable-008,1,0.0971592366695404
cable-missing_cable-009,1,0.0899171307682991
cable-missing_cable-010,1,0.12555661797523499
cable-missing_cable-011,1,0.13507330417633057
cable-missing_wire-000,1,0.17398764193058014
cable-missing_wire-001,1,0.12358558177947998
cable-missing_wire-002,1,0.20382389426231384
cable-missing_wire-003,1,0.18008269369602203
cable-missing_wire-004,1,0.1289217472076416
cable-missing_wire-005,1,0.16643792390823364
cable-missing_wire-006,1,0.12742100656032562
cable-missing_wire-007,1,0.131609708070755
cable-missing_wire-008,1,0.1349826455116272
cable-missing_wire-009,1,0.14451470971107483
cable-poke_insulation-000,1,0.14775578677654266
cable-poke_insulation-001,1,0.16655705869197845
cable-poke_insulation-002,1,0.1590348482131958
cable-poke_insulation-003,1,0.1701432317495346
cable-poke_insulation-004,1,0.23740382492542267
