image_path,gt_label,anomaly_score
transistor-bent_lead-000,1,0.080833800137043
transistor-bent_lead-001,1,0.07466001063585281
transistor-bent_lead-002,1,0.0685110092163086
transistor-bent_lead-003,1,0.05735987052321434
transistor-bent_lead-004,1,0.08636882156133652
transistor-bent_lead-005,1,0.07145074754953384
transistor-bent_lead-006,1,0.07602085173130035
transistor-bent_lead-007,1,0.06463950872421265
transistor-bent_lead-008,1,0.056131429970264435
transistor-bent_lead-009,1,0.07995899021625519
transistor-cut_lead-000,1,0.05785027891397476
transistor-cut_lead-001,1,0.07021171599626541
transistor-cut_lead-002,1,0.05513869598507881
transistor-cut_lead-003,1,0.07230453938245773
transistor-cut_lead-004,1,0.0645466148853302
transistor-cut_lead-005,1,0.06383463740348816
transistor-cut_lead-006,1,0.06747078150510788
transistor-cut_lead-007,1,0.08452462404966354
transistor-cut_lead-008,1,0.07544033229351044
transistor-cut_lead-009,1,0.06972713768482208
transistor-damaged_case-000,1,0.06341591477394104
transistor-damaged_case-001,1,0.06464093178510666
transistor-damaged_case-002,1,0.08652764558792114
transistor-damaged_case-003,1,0.06454094499349594
transistor-damaged_case-004,1,0.06945797055959702
transistor-damaged_case-005,1,0.052149683237075806
transistor-damaged_case-006,1,0.06784657388925552
transistor-damaged_case-007,1,0.0713612288236618
transistor-damaged_case-008,1,0.05956533923745155
transistor-damaged_case-009,1,0.08069556206464767
transistor-good-000,0,0.0768553838133812
transistor-good-001,0,0.08567429333925247
transistor-good-002,0,0.08687273412942886
transistor-good-003,0,0.10846196860074997
transistor-good-004,0,0.06630633771419525
transistor-good-005,0,0.05674789473414421
transistor-good-006,0,0.07454213500022888
transistor-good-007,0,0.0690464973449707
transistor-good-008,0,0.07113160192966461
transistor-good-009,0,0.07886160165071487
transistor-good-010,0,0.05770687758922577
transistor-good-011,0,0.05510617047548294
transistor-good-012,0,0.07361717522144318
transistor-good-013,0,0.08518142253160477
transistor-good-014,0,0.057738542556762695
transistor-good-015,0,0.0583651065826416
transistor-good-016,0,0.08390484005212784
transistor-good-017,0,0.07813099771738052
transistor-good-018,0,0.08920231461524963
transistor-good-019,0,0.08284129202365875
transistor-good-020,0,0.07183757424354553
transistor-good-021,0,0.0597994364798069
transistor-good-022,0,0.08707144856452942
transistor-good-023,0,0.07003233581781387
transistor-good-024,0,0.07336878031492233
transistor-good-025,0,0.07885339856147766
transistor-good-026,0,0.07747532427310944
transistor-good-027,0,0.06573688238859177
transistor-good-028,0,0.07925263792276382
transistor-good-029,0,0.06321993470191956
transistor-good-030,0,0.0648222342133522
transistor-good-031,0,0.07989078015089035
transistor-good-032,0,0.06047196313738823
transistor-good-033,0,0.07490861415863037
transistor-good-034,0,0.07906409353017807
transistor-good-035,0,0.07083984464406967
transistor-good-036,0,0.08758948743343353
transistor-good-037,0,0.0849914699792862
transistor-good-038,0,0.08072733134031296
transistor-good-039,0,0.06755714863538742
transistor-good-040,0,0.07942473143339157
transistor-good-041,0,0.08128982782363892
transistor-good-042,0,0.0623490996658802
transistor-good-043,0,0.06602521985769272
transistor-good-044,0,0.061549458652734756
transistor-good-045,0,0.07484974712133408
transistor-good-046,0,0.08337461203336716
transistor-good-047,0,0.05002991482615471
transistor-good-048,0,0.06910853832960129
transistor-good-049,0,0.07562431693077087
transistor-good-050,0,0.08139252662658691
transistor-good-051,0,0.09710735082626343
transistor-good-052,0,0.07415212690830231
transistor-good-053,0,0.08451057970523834
transistor-good-054,0,0.06256766617298126
transistor-good-055,0,0.08315876126289368
transistor-good-056,0,0.07246407866477966
transistor-good-057,0,0.09166374057531357
transistor-good-058,0,0.06070511415600777
transistor-good-059,0,0.09031831473112106
transistor-misplaced-000,1,0.07193457335233688
transistor-misplaced-001,1,0.06590249389410019
transistor-misplaced-002,1,0.06439503282308578
transistor-misplaced-003,1,0.05929097533226013
transistor-misplaced-004,1,0.12163353711366653
transistor-misplaced-005,1,0.10936105251312256
transistor-misplaced-006,1,0.08875499665737152
transistor-misplaced-007,1,0.0901564359664917
transistor-misplaced-008,1,0.10254300385713577
transistor-misplaced-009,1,0.06914845108985901
