image_path,gt_label,anomaly_score
cable-bent_wire-000,1,0.11292792111635208
cable-bent_wire-001,1,0.1074184998869896
cable-bent_wire-002,1,0.13183800876140594
cable-bent_wire-003,1,0.08435239642858505
cable-bent_wire-004,1,0.09173545241355896
cable-bent_wire-005,1,0.09611377865076065
cable-bent_wire-006,1,0.10405338555574417
cable-bent_wire-007,1,0.10813651233911514
cable-bent_wire-008,1,0.08772559463977814
cable-bent_wire-009,1,0.1279618889093399
cable-bent_wire-010,1,0.08201904594898224
cable-bent_wire-011,1,0.09147224575281143
cable-bent_wire-012,1,0.13019141554832458
cable-cable_swap-000,1,0.12765604257583618
cable-cable_swap-001,1,0.10866827517747879
cable-cable_swap-002,1,0.1406228393316269
cable-cable_swap-003,1,0.09769106656312943
cable-cable_swap-004,1,0.10944210737943649
cable-cable_swap-005,1,0.10585694015026093
cable-cable_swap-006,1,0.08714614808559418
cable-cable_swap-007,1,0.10572904348373413
cable-cable_swap-008,1,0.08913014829158783
cable-cable_swap-009,1,0.11293455958366394
cable-cable_swap-010,1,0.11954020708799362
cable-cable_swap-011,1,0.09408330172300339
cable-combined-000,1,0.10668262839317322
cable-combined-001,1,0.10090472549200058
cable-combined-002,1,0.11474069207906723
cable-combined-003,1,0.09239482879638672
cable-combined-004,1,0.13358138501644135
cable-combined-005,1,0.10772159695625305
cable-combined-006,1,0.10688471049070358
cable-combined-007,1,0.0941571295261383
cable-combined-008,1,0.10027558356523514
cable-combined-009,1,0.08348584175109863
cable-combined-010,1,0.1139179989695549
cable-cut_inner_insulation-000,1,0.0958578884601593
cable-cut_inner_insulation-001,1,0.09880927950143814
cable-cut_inner_insulation-002,1,0.08744783699512482
cable-cut_inner_insulation-003,1,0.09742292016744614
cable-cut_inner_insulation-004,1,0.12767986953258514
cable-cut_inner_insulation-005,1,0.10969989746809006
cable-cut_inner_insulation-006,1,0.11347854882478714
cable-cut_inner_insulation-007,1,0.11133424937725067
cable-cut_inner_insulation-008,1,0.1119673028588295
cable-cut_inner_insulation-009,1,0.11611013859510422
cable-cut_inner_insulation-010,1,0.09227700531482697
cable-cut_inner_insulation-011,1,0.12789471447467804
cable-cut_inner_insulation-012,1,0.11954145133495331
cable-cut_inner_insulation-013,1,0.0987444669008255
cable-cut_outer_insulation-000,1,0.11886350065469742
cable-cut_outer_insulation-001,1,0.12310399860143661
cable-cut_outer_insulation-002,1,0.11113634705543518
cable-cut_outer_insulation-003,1,0.12882480025291443
cable-cut_outer_insulation-004,1,0.10804881900548935
cable-cut_outer_insulation-005,1,0.09659605473279953
cable-cut_outer_insulation-006,1,0.11378362774848938
cable-cut_outer_insulation-007,1,0.13416728377342224
cable-cut_outer_insulation-008,1,0.12299798429012299
cable-cut_outer_insulation-009,1,0.09092170000076294
cable-good-000,0,0.10129506886005402
cable-good-001,0,0.0885753482580185
cable-good-002,0,0.11143574118614197
cable-good-003,0,0.08449002355337143
cable-good-004,0,0.09127569198608398
cable-good-005,0,0.11605509370565414
cable-good-006,0,0.11067726463079453
